slug,family,type,name,name_fr,description_en,description_fr,official_url
heygen,ai_ml_automation,tool_platform,HeyGen,HeyGen,HeyGen is an AI-driven platform for generating realistic videos and avatars from text or other inputs.,HeyGen est une plateforme IA permettant de générer des vidéos réalistes et des avatars à partir de texte ou d’autres entrées.,https://heygen.com
synthesia,ai_ml_automation,tool_platform,Synthesia,Synthesia,An AI-powered platform for creating AI-generated videos and presentations.,Une plateforme alimentée par l'IA pour créer des vidéos et des présentations générées par intelligence artificielle.,https://synthesia.io
regtech,finance_fintech_digital_assets,knowledge,RegTech,RegTech (technologies réglementaires),Technologies that help companies comply with regulations and manage risks efficiently.,Des technologies qui aident les entreprises à respecter les réglementations et à gérer les risques efficacement.,
digital-banking,finance_fintech_digital_assets,knowledge,Digital Banking,Banque numérique,"A banking service delivered through digital channels, enabling online financial transactions.","Un service bancaire fourni via des canaux numériques, permettant des transactions financières en ligne.",
agroforestry,sustainability_climate_energy_agri,knowledge,Agroforestry,Agroforesterie,An integrated land use management system combining agriculture and forestry for sustainability.,Un système de gestion intégrée du territoire combinant agriculture et foresterie pour la durabilité.,
blue-economy,sustainability_climate_energy_agri,knowledge,Blue Economy,Économie bleue,An economic approach focused on sustainable use of ocean resources for growth and livelihoods.,Une approche économique axée sur l'utilisation durable des ressources marines pour la croissance et les moyens de subsistance.,
sportstech,business_operations_management,knowledge,SportTech,SportTech,"Innovative technologies transforming the sports industry, from analytics to fan engagement.","Des technologies innovantes qui transforment l'industrie du sport, de l'analyse à l'engagement des fans.",
wellness-technology,health_biotech_medtech,knowledge,Wellness Technology,Technologies du bien-être,An overview of technologies that promote health and well-being through innovative solutions.,Une vue d'ensemble des technologies favorisant la santé et le bien-être par des solutions innovantes.,
assertiveness,human_communication_languages,soft_skill,Assertiveness,Assertivité,The skill of expressing your opinions confidently while respecting others.,La capacité d'exprimer ses opinions avec confiance tout en respectant les autres.,
cognitive-flexibility,human_communication_languages,soft_skill,Cognitive Flexibility,Flexibilité cognitive,The ability to adapt your thinking and approach in changing situations.,La capacité d'adapter sa pensée et son approche face à des situations changeantes.,
ambiguity-tolerance,human_communication_languages,soft_skill,Ambiguity Tolerance,Tolérance à l'ambiguïté,The capacity to remain comfortable and effective when facing uncertain or unclear situations.,La capacité de rester à l'aise et efficace face à des situations incertaines ou floues.,
self-discipline,human_communication_languages,soft_skill,Self-discipline,Autodiscipline,The ability to control impulses and stay focused on goals over time.,La capacité de contrôler ses impulsions et de rester concentré sur ses objectifs sur le long terme.,
self-motivation,human_communication_languages,soft_skill,Self-motivation,Automotivation,The inner drive to pursue goals without external encouragement.,La motivation intérieure pour poursuivre ses objectifs sans besoin d'encouragement extérieur.,
diplomacy,human_communication_languages,soft_skill,Diplomacy,Diplomatie,The skill of managing relationships and communicating tactfully in sensitive situations.,L'art de gérer les relations et de communiquer avec tact dans des situations sensibles.,
resourcefulness,human_communication_languages,soft_skill,Resourcefulness,Débrouillardise,The ability to find quick and clever solutions in difficult situations.,La capacité de trouver des solutions rapides et ingénieuses dans des situations difficiles.,
perseverance,human_communication_languages,soft_skill,Perseverance,Persévérance,The persistence to keep working towards goals despite obstacles.,La persévérance pour continuer à travailler vers ses objectifs malgré les obstacles.,
open-mindedness,human_communication_languages,soft_skill,Open-mindedness,Ouverture d'esprit,The willingness to consider new ideas and perspectives.,La volonté de considérer de nouvelles idées et perspectives.,
trust-building,human_communication_languages,soft_skill,Trust Building,Construction de la confiance,The process of developing mutual confidence and reliability in relationships.,Le processus de développement de la confiance mutuelle et de la fiabilité dans les relations.,
psychological-safety,human_communication_languages,soft_skill,Psychological Safety,Sécurité psychologique,Creating an environment where individuals feel safe to express themselves without fear.,Créer un environnement où chacun se sent en sécurité pour s'exprimer sans crainte.,
cultural-intelligence,human_communication_languages,soft_skill,Cultural Intelligence,Intelligence culturelle,The ability to understand and adapt to different cultural contexts.,La capacité de comprendre et de s'adapter à différents contextes culturels.,
metacognition,human_communication_languages,soft_skill,Metacognition,Métacognition,Thinking about one's own thinking processes to improve learning and decision-making.,Réfléchir à ses propres processus de pensée pour améliorer l'apprentissage et la prise de décision.,
unlearning,human_communication_languages,soft_skill,Unlearning,Désapprentissage,The process of discarding outdated or incorrect knowledge to make room for new learning.,Le processus de se défaire de connaissances obsolètes ou incorrectes pour faire place à de nouvelles.,
bias-awareness,human_communication_languages,soft_skill,Bias Awareness,Conscience des biais,Recognizing and understanding one's own biases to promote fairer decision-making.,Reconnaître et comprendre ses propres biais pour favoriser des décisions plus équitables.,
decisiveness,human_communication_languages,soft_skill,Decisiveness,Esprit de décision,The ability to make quick and firm decisions when needed.,La capacité de prendre des décisions rapides et fermes lorsque c'est nécessaire.,
proactivity,human_communication_languages,soft_skill,Proactivity,Proactivité,Taking initiative and acting in anticipation of future problems or needs.,Prendre des initiatives et agir en anticipant les problèmes ou besoins futurs.,
patience,human_communication_languages,soft_skill,Patience,Patience,The capacity to remain calm and persistent in challenging situations.,La capacité de rester calme et persévérant face à des situations difficiles.,
self-confidence,human_communication_languages,soft_skill,Self-confidence,Confiance en soi,Belief in one's own abilities and judgment.,La confiance en ses propres capacités et jugements.,
boundary-setting,human_communication_languages,soft_skill,Boundary Setting,Pose de limites,The skill of establishing healthy limits in personal and professional relationships.,L'art d'établir des limites saines dans les relations personnelles et professionnelles.,
reflective-practice,human_communication_languages,soft_skill,Reflective Practice,Pratique réflexive,Regularly analyzing one's actions to improve future performance.,Analyser régulièrement ses actions pour améliorer ses performances futures.,
assembly,software_engineering,language,Assembly,Assembleur,A low-level programming language used for system programming and hardware control.,Un langage de programmation de bas niveau utilisé pour la programmation système et le contrôle du matériel.,
cobol,software_engineering,language,COBOL,COBOL,"An older programming language mainly used in business, finance, and administrative systems.","Un langage de programmation ancien principalement utilisé dans les systèmes d'entreprise, financiers et administratifs.",
